_id,Scientific_Name,Common_Name,Date,Year,Month,Day,Time,Country,Country_State_County,State,County,Locality,Latitude,Longitude,Parent_Species,target_H5_HPAI
140,Phalacrocorax aristotelis,European Shag,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Phalacrocorax aristotelis,0
141,Calidris maritima,Purple Sandpiper,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Calidris maritima,0
142,Calidris maritima,Purple Sandpiper,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Calidris maritima,0
143,Plectrophenax nivalis,Snow Bunting,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Plectrophenax nivalis,0
144,Charadrius hiaticula,Common Ringed Plover,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Charadrius hiaticula,0
145,Plectrophenax nivalis,Snow Bunting,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Plectrophenax nivalis,0
146,Larus argentatus,Herring Gull,2016-02-18T00:00:00,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Larus argentatus,0
147,Parus major,Great Tit,2016-02-18T00:00:00,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Parus major,0
148,Aegithalos caudatus,Long-tailed Tit,2016-02-18T00:00:00,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Aegithalos caudatus,0
149,Aegithalos caudatus,Long-tailed Tit,2016-02-18T00:00:00,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Aegithalos caudatus,0
150,Erithacus rubecula,European Robin,2016-02-18T00:00:00,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Erithacus rubecula,0
151,Fringilla coelebs,Common Chaffinch,2016-02-18T00:00:00,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Fringilla coelebs,0
152,Erithacus rubecula,European Robin,2016-02-18T00:00:00,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Erithacus rubecula,0
153,Certhia familiaris,Eurasian Treecreeper,2016-02-18T00:00:00,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Certhia familiaris,0
154,Turdus philomelos,Song Thrush,2016-02-18T00:00:00,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Turdus philomelos,0
155,Garrulus glandarius,Eurasian Jay,2016-02-18T00:00:00,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Garrulus glandarius,0
156,Certhia familiaris,Eurasian Treecreeper,2016-02-18T00:00:00,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Certhia familiaris,0
157,Motacilla alba,White Wagtail,2016-02-18T00:00:00,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Motacilla alba,0
158,Corvus frugilegus,Rook,2016-02-18T00:00:00,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Corvus frugilegus,0
159,Anser caerulescens,Snow Goose,2016-02-18T00:00:00,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Anser caerulescens,0
160,Anser albifrons,Greater White-fronted Goose,2016-02-18T00:00:00,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Anser albifrons,0
161,Anser anser,Graylag Goose,2016-02-18T00:00:00,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Anser anser,1
162,Branta leucopsis,Barnacle Goose,2016-02-18T00:00:00,2016,2,18,1642,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Branta leucopsis,0
163,Corvus monedula,Eurasian Jackdaw,2016-02-20T00:00:00,2016,2,20,1045,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9304,-8.5706,Corvus monedula,0
164,Buteo buteo,Common Buzzard,2016-03-04T00:00:00,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Buteo buteo,1
165,Corvus corax,Common Raven,2016-03-04T00:00:00,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Corvus corax,0
166,Turdus iliacus,Redwing,2016-03-04T00:00:00,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Turdus iliacus,0
167,Turdus iliacus,Redwing,2016-03-04T00:00:00,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Turdus iliacus,0
168,Coccothraustes coccothraustes,Hawfinch,2016-03-04T00:00:00,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Coccothraustes coccothraustes,0
169,Coccothraustes coccothraustes,Hawfinch,2016-03-04T00:00:00,2016,3,4,900,Ireland,IE-M-LK,Munster,Limerick,Curragh Chase Forest Park,52.5913,-8.8683,Coccothraustes coccothraustes,0
170,Numenius phaeopus,Whimbrel,2016-04-27T00:00:00,2016,4,27,1600,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Numenius phaeopus,0
171,Numenius phaeopus,Whimbrel,2016-04-27T00:00:00,2016,4,27,1600,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Numenius phaeopus,0
172,Pyrrhocorax pyrrhocorax,Red-billed Chough,2016-05-01T00:00:00,2016,5,1,1700,Ireland,IE-C-LM,Connaught,Leitrim,Peakadaw,54.367,-8.3071,Pyrrhocorax pyrrhocorax,0
173,Phasianus colchicus,Ring-necked Pheasant,2016-05-04T00:00:00,2016,5,4,1700,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Phasianus colchicus,0
174,Gavia immer,Common Loon,2016-05-04T00:00:00,2016,5,4,700,Ireland,IE-U-DL,Ulster,Donegal,Bundoran,54.4794,-8.28,Gavia immer,0
175,Cepphus grylle,Black Guillemot,2016-05-04T00:00:00,2016,5,4,700,Ireland,IE-U-DL,Ulster,Donegal,Bundoran,54.4794,-8.28,Cepphus grylle,0
176,Fulmarus glacialis,Northern Fulmar,2016-05-03T00:00:00,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Fulmarus glacialis,0
177,Fulmarus glacialis,Northern Fulmar,2016-05-03T00:00:00,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Fulmarus glacialis,0
178,Phalacrocorax aristotelis,European Shag,2016-05-03T00:00:00,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Phalacrocorax aristotelis,0
179,Rissa tridactyla,Black-legged Kittiwake,2016-05-03T00:00:00,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Rissa tridactyla,0
180,Branta bernicla,Brant,2016-04-30T00:00:00,2016,4,30,1430,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Branta bernicla,1
181,Branta bernicla,Brant,2016-04-30T00:00:00,2016,4,30,1430,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Branta bernicla,1
182,Cepphus grylle,Black Guillemot,2016-04-30T00:00:00,2016,4,30,1430,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Cepphus grylle,0
183,Cygnus cygnus,Whooper Swan,2016-05-10T00:00:00,2016,5,10,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Cygnus cygnus,1
184,Cygnus cygnus,Whooper Swan,2016-05-10T00:00:00,2016,5,10,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Cygnus cygnus,1
185,Uria aalge,Common Murre,2016-05-10T00:00:00,2016,5,10,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Uria aalge,0
186,Cygnus cygnus,Whooper Swan,2016-05-03T00:00:00,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Cygnus cygnus,1
187,Cygnus cygnus,Whooper Swan,2016-05-03T00:00:00,2016,5,3,1800,Ireland,IE-C-SO,Connaught,Sligo,Mullaghmore,54.4574,-8.4605,Cygnus cygnus,1
188,Muscicapa striata,Spotted Flycatcher,2016-05-11T00:00:00,2016,5,11,1500,Ireland,IE-U-DL,Ulster,Donegal,Donegal,54.65,-8.1192,Muscicapa striata,0
189,Somateria mollissima,Common Eider,2016-05-14T00:00:00,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Somateria mollissima,1
190,Phalacrocorax aristotelis,European Shag,2016-05-14T00:00:00,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Phalacrocorax aristotelis,0
191,Alca torda,Razorbill,2016-05-14T00:00:00,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Alca torda,0
192,Uria aalge,Common Murre,2016-05-14T00:00:00,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Uria aalge,0
193,Fratercula arctica,Atlantic Puffin,2016-05-14T00:00:00,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Fratercula arctica,0
194,Fratercula arctica,Atlantic Puffin,2016-05-14T00:00:00,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Fratercula arctica,0
195,Rissa tridactyla,Black-legged Kittiwake,2016-05-14T00:00:00,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Rissa tridactyla,0
196,Pyrrhocorax pyrrhocorax,Red-billed Chough,2016-05-14T00:00:00,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Pyrrhocorax pyrrhocorax,0
197,Passer montanus,Eurasian Tree Sparrow,2016-05-14T00:00:00,2016,5,14,1230,Ireland,IE-U-DL,Ulster,Donegal,Tory island,55.258,-8.2035,Passer montanus,0
198,Cyanistes caeruleus,Eurasian Blue Tit,2016-05-05T00:00:00,2016,5,5,1200,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Cyanistes caeruleus,0
199,Motacilla cinerea,Gray Wagtail,2016-05-05T00:00:00,2016,5,5,1200,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Motacilla cinerea,0
200,Fringilla coelebs,Common Chaffinch,2016-05-05T00:00:00,2016,5,5,1200,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Fringilla coelebs,0
201,Larus argentatus,Herring Gull,2015-01-03T00:00:00,2015,1,3,1100,Ireland,IE-L,Leinster,NA,Howth,53.3887,-6.0627,Larus argentatus,0
202,Larus argentatus,Herring Gull,2015-01-03T00:00:00,2015,1,3,1100,Ireland,IE-L,Leinster,NA,Howth,53.3887,-6.0627,Larus argentatus,0
203,Fratercula arctica,Atlantic Puffin,2016-06-06T00:00:00,2016,6,6,1330,Ireland,IE-C-MO,Connaught,Mayo,Unaffiliated svAleria Blackwell Clew Bay,53.8849,-9.7691,Fratercula arctica,0
204,Numenius phaeopus,Whimbrel,2016-06-07T00:00:00,2016,6,7,730,Ireland,IE-M-KY,Munster,Kerry,Smerwick Harbour,52.1834,-10.3643,Numenius phaeopus,0
205,Limosa lapponica,Bar-tailed Godwit,2016-06-14T00:00:00,2016,6,14,2100,Ireland,IE-C-GY,Connaught,Galway,Mud flats at South Park shoreline,53.2657,-9.0503,Limosa lapponica,0
206,Limosa lapponica,Bar-tailed Godwit,2016-06-14T00:00:00,2016,6,14,2100,Ireland,IE-C-GY,Connaught,Galway,Mud flats at South Park shoreline,53.2657,-9.0503,Limosa lapponica,0
207,Limosa limosa,Black-tailed Godwit,2016-06-14T00:00:00,2016,6,14,2100,Ireland,IE-C-GY,Connaught,Galway,Mud flats at South Park shoreline,53.2657,-9.0503,Limosa limosa,0
208,Prunella modularis,Dunnock,2016-06-13T00:00:00,2016,6,13,638,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Prunella modularis,0
209,Gallinula chloropus,Eurasian Moorhen,2016-06-13T00:00:00,2016,6,13,638,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Gallinula chloropus,0
210,Motacilla cinerea,Gray Wagtail,2016-06-13T00:00:00,2016,6,13,638,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Motacilla cinerea,0
211,Turdus merula,Eurasian Blackbird,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Turdus merula,0
212,Fulica atra,Eurasian Coot,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Fulica atra,0
213,Aythya fuligula,Tufted Duck,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
214,Gallinula chloropus,Eurasian Moorhen,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Gallinula chloropus,0
215,Columba palumbus [palumbus Group],Common Wood-Pigeon (White-necked),2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Columba palumbus,0
216,Turdus philomelos,Song Thrush,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Turdus philomelos,0
217,Erithacus rubecula,European Robin,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Erithacus rubecula,0
218,Turdus merula,Eurasian Blackbird,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Turdus merula,0
219,Muscicapa striata,Spotted Flycatcher,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Muscicapa striata,0
220,Streptopelia decaocto,Eurasian Collared-Dove,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Streptopelia decaocto,0
221,Turdus viscivorus,Mistle Thrush,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Turdus viscivorus,0
222,Turdus philomelos,Song Thrush,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Turdus philomelos,0
223,Motacilla alba,White Wagtail,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Motacilla alba,0
224,Corvus cornix,Hooded Crow,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Corvus cornix,0
225,Numenius arquata,Eurasian Curlew,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Numenius arquata,0
226,Numenius arquata,Eurasian Curlew,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Numenius arquata,0
227,Carduelis carduelis,European Goldfinch,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Carduelis carduelis,0
228,Larus marinus,Great Black-backed Gull,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Larus marinus,1
229,Larus marinus,Great Black-backed Gull,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Larus marinus,1
230,Haematopus ostralegus,Eurasian Oystercatcher,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Haematopus ostralegus,0
231,Haematopus ostralegus,Eurasian Oystercatcher,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Haematopus ostralegus,0
232,Phasianus colchicus,Ring-necked Pheasant,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Phasianus colchicus,0
233,Corvus frugilegus,Rook,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Corvus frugilegus,0
234,Tadorna tadorna,Common Shelduck,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Tadorna tadorna,1
235,Saxicola rubicola,European Stonechat,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Saxicola rubicola,0
236,Saxicola rubicola,European Stonechat,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Saxicola rubicola,0
237,Motacilla alba,White Wagtail,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Motacilla alba,0
238,Larus canus canus,Mew Gull (European),2016-06-17T00:00:00,2016,6,17,1030,Ireland,IE-M-KY,Munster,Kerry,Ring of Kerry,51.8244,-10.172,Larus canus,0
239,Pyrrhula pyrrhula,Eurasian Bullfinch,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Pyrrhula pyrrhula,0
240,Egretta garzetta,Little Egret,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Egretta garzetta,1
241,Tachybaptus ruficollis,Little Grebe,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Tachybaptus ruficollis,1
242,Tachybaptus ruficollis,Little Grebe,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Tachybaptus ruficollis,1
243,Tachybaptus ruficollis,Little Grebe,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Tachybaptus ruficollis,1
244,Phasianus colchicus,Ring-necked Pheasant,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Phasianus colchicus,0
245,Ardea cinerea,Gray Heron,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Ardea cinerea,1
246,Acrocephalus schoenobaenus,Sedge Warbler,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Acrocephalus schoenobaenus,0
247,Aythya fuligula,Tufted Duck,2016-06-16T00:00:00,2016,6,16,1736,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Aythya fuligula,1
248,Aythya fuligula,Tufted Duck,2016-06-16T00:00:00,2016,6,16,1736,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Aythya fuligula,1
249,Turdus philomelos,Song Thrush,2016-06-18T00:00:00,2016,6,18,545,Ireland,IE-M-KY,Munster,Kerry,Killarney-Muckross Road Park at River,52.0485,-9.5068,Turdus philomelos,0
250,Parus major,Great Tit,2016-06-18T00:00:00,2016,6,18,930,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Parus major,0
251,Parus major,Great Tit,2016-06-18T00:00:00,2016,6,18,930,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Parus major,0
252,Ardea cinerea,Gray Heron,2016-06-16T00:00:00,2016,6,16,1736,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Ardea cinerea,1
253,Phalacrocorax carbo,Great Cormorant,2016-06-18T00:00:00,2016,6,18,1300,Ireland,IE-M-CE,Munster,Clare,Kilrush,52.6282,-9.4986,Phalacrocorax carbo,0
254,Anthus pratensis,Meadow Pipit,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
255,Anthus pratensis,Meadow Pipit,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
256,Uria aalge,Common Murre,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Uria aalge,0
257,Rissa tridactyla,Black-legged Kittiwake,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Rissa tridactyla,0
258,Fulmarus glacialis,Northern Fulmar,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fulmarus glacialis,0
259,Larus marinus,Great Black-backed Gull,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larus marinus,1
260,Fratercula arctica,Atlantic Puffin,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fratercula arctica,0
261,Alca torda,Razorbill,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Alca torda,0
262,Sylvia atricapilla,Eurasian Blackcap,2016-06-19T00:00:00,2016,6,19,603,Ireland,IE-M-CE,Munster,Clare,Gregans Castle Hotel,53.0771,-9.1842,Sylvia atricapilla,0
263,Turdus philomelos,Song Thrush,2016-06-19T00:00:00,2016,6,19,603,Ireland,IE-M-CE,Munster,Clare,Gregans Castle Hotel,53.0771,-9.1842,Turdus philomelos,0
264,Fulmarus glacialis,Northern Fulmar,2016-06-27T00:00:00,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Fulmarus glacialis,0
265,Anthus pratensis,Meadow Pipit,2016-06-27T00:00:00,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Anthus pratensis,0
266,Oenanthe oenanthe,Northern Wheatear,2016-06-27T00:00:00,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Oenanthe oenanthe,0
267,Anthus pratensis,Meadow Pipit,2016-06-27T00:00:00,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Anthus pratensis,0
268,Pyrrhocorax pyrrhocorax,Red-billed Chough,2016-06-27T00:00:00,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Pyrrhocorax pyrrhocorax,0
269,Chroicocephalus ridibundus,Black-headed Gull,2016-07-17T00:00:00,2016,7,17,0,Ireland,IE-C-GY,Connaught,Galway,Galway,53.2789,-9.0561,Chroicocephalus ridibundus,1
270,Chroicocephalus ridibundus,Black-headed Gull,2016-07-17T00:00:00,2016,7,17,0,Ireland,IE-C-GY,Connaught,Galway,Galway,53.2789,-9.0561,Chroicocephalus ridibundus,1
271,Sterna forsteri,Forster's Tern,2013-03-28T00:00:00,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Kinvarra,53.1398,-8.936,Sterna forsteri,0
272,Sterna forsteri,Forster's Tern,2013-03-28T00:00:00,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Kinvarra,53.1398,-8.936,Sterna forsteri,0
273,Sterna forsteri,Forster's Tern,2013-03-28T00:00:00,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Kinvarra,53.1398,-8.936,Sterna forsteri,0
274,Fulica americana (Red-shielded),American Coot (Red-shielded),2013-03-29T00:00:00,2013,3,29,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Fulica americana,0
275,Fulica americana (Red-shielded),American Coot (Red-shielded),2013-03-29T00:00:00,2013,3,29,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Fulica americana,0
276,Tringa nebularia,Common Greenshank,2013-03-30T00:00:00,2013,3,30,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore--Loch Phort Chorr�ch,53.1376,-9.7093,Tringa nebularia,0
277,Larus glaucoides glaucoides,Iceland Gull (glaucoides),2013-03-30T00:00:00,2013,3,30,0,Ireland,IE-C-GY,Connaught,Galway,Rossaveel (Ros an Mh�l) Harbour,53.2667,-9.559,Larus glaucoides,0
278,Larus glaucoides glaucoides,Iceland Gull (glaucoides),2013-03-30T00:00:00,2013,3,30,0,Ireland,IE-C-GY,Connaught,Galway,Rossaveel (Ros an Mh�l) Harbour,53.2667,-9.559,Larus glaucoides,0
